timestamp,Close,LagClose,Var,NormVar,PercentChange,Month,Year
2017-04-10,7.4604,7.0409,0.013751363032258162,0.4188409411326541,5.958045136275195,4,2017
2017-09-27,7.6825,8.1513,0.018846093913978547,0.5743654778077285,-5.7512298651748885,9,2017
2018-07-10,6.2199,6.5802,0.004194658924731303,0.12710777347964497,-5.475517461475329,7,2018
2018-07-11,5.7223,6.2199,0.010267625827957035,0.31249447707493033,-8.000128619431186,7,2018
